# frequency [Hz], ASD [V/sqrt(Hz)]
201.52125632781093, 0.00000510319736277873
209.64250120617623, 0.000005308712121212121
219.34795038081512, 0.000005548232918810749
228.51567489536205, 0.000005771489958547742
236.98594321379906, 0.000005987847222222223
246.59544370164917, 0.00000621430772941681
254.14869265213895, 0.000006407255038593483
261.9332985525045, 0.000006592915339377605
269.18177675071286, 0.000006772450328759291
277.6262069731703, 0.000006968354684819897
286.7472148220601, 0.000007201222126929674
295.5303174897275, 0.000007423000643224701
306.9546183934588, 0.000007682037950257288
314.4535034586073, 0.000007884299957118352
322.8305455127798, 0.000008070593910806174
330.85985032852693, 0.000008263984777015439
342.17192064195314, 0.000008487537521440825
349.32459697274004, 0.000008693347984562606
357.2421538090954, 0.00000890625536020583
368.9788285429829, 0.000009144001929674102
378.1559139399768, 0.000009362231989708405
386.06079067536473, 0.000009578687821612352
394.4708006408794, 0.00000975611063464837
403.9335662846183, 0.000009964582439965694
412.2884337556478, 0.000010168618674957119
420.362920398092, 0.00001035047705831904
431.840487778711, 0.000010604191680960548
442.1996964316425, 0.00001083986831761006
452.807407035994, 0.000011074362135506003
462.67143595996157, 0.000011303237564322472
472.75034446650875, 0.000011526790308747855
482.528602092462, 0.000011747681710977701
491.0254312102423, 0.000011934862778730703
501.0736920612937, 0.00001215575418096055
509.7872086268345, 0.00001233095920883362
518.6522505511018, 0.00001251947094768439
527.6714528132298, 0.000012741249463979417
536.8474962138255, 0.000012936414558319038
547.8334520041287, 0.000013159080188679245
557.4802319183085, 0.000013362229309605489
568.3982357173646, 0.000013580311517295597
576.4162012553493, 0.000013792479631217839
587.7050576395262, 0.000013989862510720412
596.6379092970493, 0.000014182809819897085
605.7065362685638, 0.000014369103773584907
616.239585640845, 0.00001458201114922813
628.3083653965035, 0.000014833951543739282
640.6135068663144, 0.000015027785966981131
652.4562296141249, 0.00001528726683104631
662.3732698648566, 0.000015495738636363634
673.1659996471208, 0.000015683018272346102
684.8721482280895, 0.00001590676815323042
698.2850663695846, 0.00001615811713836478
711.1939363064733, 0.000016396159412521442
720.1907822375754, 0.000016595760077186963
733.7681140079859, 0.00001682463550600343
746.5281146186189, 0.00001705705939108062
759.5100076942897, 0.000017300720054316753
774.384675305181, 0.000017553843267581474
789.5506567029784, 0.000017805783662092626
805.0136571393662, 0.000018099418417667238
822.5502033062896, 0.000018368016842957883
844.0990528535826, 0.000018729762245092433
862.4870415274947, 0.00001904936972913093
881.2755970855052, 0.000019326100033352394
900.4734455406369, 0.0000196526072934534
916.1324003188658, 0.000019890649567610062
932.0636594787075, 0.00002012795258004574
948.2719583091575, 0.0000203659948542024
964.7621144444231, 0.000020611429745568896
984.5048421505135, 0.00002088466087764437
999.3252895824439, 0.000021104270892891177
1015.9731684452106, 0.000021339602540737563
1033.6406276905254, 0.000021569512935963408
1051.6153185890764, 0.000021789073667095482
1069.9025838043126, 0.000022038204867066895
1088.5078589069485, 0.00002227107230917667
1107.4366739905927, 0.000022509853845054316
1126.6946553154717, 0.000022713890080045737
1146.287526980737, 0.00002296671758862207
1166.221112625857, 0.000023191453151801028
1186.5013371615842, 0.000023417667238421954
1209.7384411251442, 0.000023669607632933105
1233.4306334933285, 0.000023914451114922813
1252.1782225018253, 0.000024100745068610632
1276.701579219474, 0.00002434026586620926
1308.4551610313076, 0.000024629465051457976
1332.9311799640338, 0.00002486144537950257
1357.8650483673703, 0.000025076570540308745
1385.6521676065747, 0.000025305002412092623
1415.8374358849778, 0.000025543783947970267
1451.3642851923807, 0.000025797350718267583
1481.3839648305495, 0.00002603110527444254
1516.9201547457722, 0.000026256432246998283
1560.0180996944846, 0.000026528902995589314
1594.001783305201, 0.000026717731560891938
1628.72577291107, 0.00002691416396103896
1667.7964728511802, 0.000027108061749571184
1715.1810371261822, 0.000027308549528301885
1767.717244503345, 0.00002751233230213183
1824.4819663328647, 0.00002773199864208119
1902.1027005918731, 0.00002794575088826268
1985.021021762085, 0.00002813001715265866
2079.3065134185504, 0.00002826426708118925
2170.885138351847, 0.000028335236206403658
2285.1808370644685, 0.00002838930792085273
2415.0911074448177, 0.000028323408018867922
2542.557174993358, 0.00002819526932056413
2650.727690493257, 0.000028069101986849628
2765.0887790050365, 0.000027855011792452828
2876.9343046573754, 0.00002762132060156824
2974.197474771384, 0.000027393205556236217
3075.6956517823774, 0.000027134675171526585
3142.6970974280994, 0.00002697499463979417
3207.0087159382992, 0.000026767409948542025
3295.2827816255403, 0.000026512216802458547
3364.649908997667, 0.00002630965909090909
3435.9708497264073, 0.000026084332118353343
3525.9850745020135, 0.000025816423670668953
3588.0740211882216, 0.000025591096698113207
3662.288905578758, 0.000025388834691252143
3742.068792416349, 0.000025145568300933867
3798.9465493462626, 0.000024950896047741566
3865.0090551488697, 0.000024726160484562607
3944.101942623329, 0.000024464461835334476
4035.2351436745807, 0.00002414953634219554
4105.40663506863, 0.00002392627930245855
4176.7983869999525, 0.000023692672598627787
4246.3801681335335, 0.000023467937035448828
4323.3279212965435, 0.00002320254207761578
4398.509257010881, 0.000022934929334619782
4474.997972906109, 0.000022674709208833618
4549.547496410313, 0.00002248915451686678
4631.988880341099, 0.00002218236090265866
4712.537734690682, 0.00002189404883147513
4794.487308710506, 0.0000216367857525729
4874.3592430611725, 0.000021392090122927385
4962.686471668159, 0.000021113388454116637
5038.117066484308, 0.00002087460691823899
5103.683733577122, 0.00002070309819897084
5170.103693234784, 0.000020466534448256145
5237.388050310315, 0.00002027136935391652
5316.993985154942, 0.00002000449587264151
5409.454866463516, 0.000019762757289879932
5499.571618505403, 0.000019502537164093768
5555.158729910885, 0.000019292586835334474
5647.702779944534, 0.0000190597193932247
5745.914584934443, 0.000018782496247855916
5845.8342628445835, 0.00001852745095411664
5947.491513056937, 0.0000182036543203259
6050.916551416556, 0.00001793308453044597
6156.140119212696, 0.00001766695031089194
6263.193492316125, 0.0000173608959584048
6372.108490475335, 0.000017105850664665525
6482.917486774403, 0.00001680423188250429
6595.65341725533, 0.000016535879877787305
6710.349790707701, 0.000016267527873070327
6797.679097470057, 0.000016094540630360208
6886.144918431741, 0.000015839495336620925
7005.892849265296, 0.000015548965480274444
7127.723159588213, 0.000015329404749142366
7236.061335026464, 0.00001507288093196112
7330.232315644019, 0.000014880672884505432
7441.648538866294, 0.000014637455778301885
7571.056505889262, 0.00001439793498070326
7702.714837443898, 0.000014107405124356776
7836.662666673566, 0.000013830181978987992
7990.140239272419, 0.000013538765008576331
8129.086307363694, 0.00001329273870783305
8252.644750754556, 0.00001305100012507147
8396.155691130223, 0.00001283513570254431
8542.162242383316, 0.000012543866584476844
8684.467139216993, 0.000012327755741376027
8772.245692866612, 0.000012154275657518583
8918.383577268887, 0.000011953935731132077
9073.471509981355, 0.000011704065269439683
9231.256373888187, 0.00001143201695611778
9391.785067788944, 0.000011211716963264723
9555.105306038786, 0.000010963325025014295
9721.265632730756, 0.000010740067985277302
9920.199958065548, 0.000010486501214979986
10094.88440887815, 0.000010235152229845628
10303.68463844884, 0.000010008051029159522
10528.1417513799, 0.000009735411306460835
10688.16475487793, 0.000009525460977701545
10874.028635026454, 0.00000932586031303602
11063.124630578897, 0.0000091262596483705
11289.518530059318, 0.000008863673885077189
11488.315263260116, 0.000008642782482847342
11700.694382719781, 0.000008429875107204119
11929.847307627157, 0.000008201886792452833
12163.488091227042, 0.000008006278141080616
12428.459459813028, 0.00000776010398799314
12699.203007040842, 0.000007516147620068612
12975.844474972546, 0.0000073002831975414516
13301.440379992873, 0.000007065937231989708
13682.302228649985, 0.000006761213550600345
14022.602663977454, 0.000006549193289022298
14400.301976415707, 0.000006277144975700401
14650.718774998979, 0.000006121900014293884
14991.39482276216, 0.0000059202294168096064
15417.322520244745, 0.000005666514794168095
15828.0400275847, 0.000005467801243567754
16270.723769532806, 0.0000052305615964224445
16841.529768701603, 0.000004967468910806175
17357.387909227484, 0.000004738846943151192
17900.064922658676, 0.000004515801121048761
18425.64199720686, 0.000004318101415094342
19001.717868869604, 0.000004128005543984317
19741.127760351123, 0.000003887217440578291
20509.31015500281, 0.0000036553004778240643
21485.235105844462, 0.000003395502787307035
22441.176693482535, 0.0000031559819897084064
23348.903498711094, 0.000002955494210977702
24380.75869851441, 0.000002780437035448826
25330.521835508636, 0.0000025873418739279614
26537.49558085865, 0.000002416350637864496
27870.96699217673, 0.000002235601147084048
29208.4305998002, 0.00000206926725986278
30792.01988947142, 0.0000019012084286258847
32426.507572749826, 0.0000017484276729559763
34172.29496911993, 0.0000016183176100628943
35744.03738616009, 0.0000014899817753001722
37584.64581070509, 0.000001377318289022299
39265.35862733238, 0.0000013019135934819904
41492.44555080549, 0.0000011919114493996571
43563.297636877156, 0.0000011111840694682688
45875.70434764359, 0.0000010313438036020604
48154.9424497474, 9.559391080617517e-7
50809.531557416565, 8.867442109777026e-7
53230.554345718156, 8.193235420240134e-7
56152.8392128422, 7.660966981132066e-7
58968.08528796204, 7.164183104631231e-7
62299.261570527575, 6.587558962264166e-7
66488.6598887989, 6.064161663807898e-7
69897.371474313, 5.744800600343051e-7
73438.6239993118, 5.212532161235017e-7
77916.78773352971, 4.928655660377402e-7
81911.39158774381, 4.591552315608922e-7
87099.95419561029, 4.147995283018883e-7
92099.68947897154, 3.864118782161267e-7
97218.66923699192, 3.6600825471698125e-7

